"Address","Status Code","Title 1","Content Type","Status","Indexability","Indexability Status","Title 1 Length","Title 1 Pixel Width","Title 2","Title 2 Length","Title 2 Pixel Width","Meta Description 1","Meta Description 1 Length","Meta Description 1 Pixel Width","Meta Keywords 1","Meta Keywords 1 Length","H1-1","H1-1 Length","H1-2","H1-2 Length","H2-1","H2-1 Length","Meta Robots 1","X-Robots-Tag 1","Meta Refresh 1","Canonical Link Element 1","rel=""next"" 1","rel=""prev"" 1","HTTP rel=""next"" 1","HTTP rel=""prev"" 1","amphtml Link Element","Size (bytes)","Word Count","Text Ratio","Crawl Depth","Link Score","Inlinks","Unique Inlinks","% of Total","Outlinks","Unique Outlinks","External Outlinks","Unique External Outlinks","Closest Similarity Match","No. Near Duplicates","Spelling Errors","Grammar Errors","Hash","Response Time","Last Modified","Redirect URL","Redirect Type","Cookies","HTTP Version","category 1","product 1","URL Encoded Address","Crawl Timestamp"
"https://www.coxandcox.co.uk/","200","Cox & Cox | Furniture, Home Décor, Lighting & More","text/html; charset=UTF-8","OK","Indexable","","50","460","","0","0","","","","","","Your style, made to order","25","Your style, made to order","25","","","","","","","","","","","","","","","0","","4709","4026","99.950","410","253","","","","","","","","","","","","","HTTP/1.1","","","https://www.coxandcox.co.uk/","2021-09-08 16:13:05"
"https://www.coxandcox.co.uk/returns","200","Cox & Cox pride ourselves on our simple returns policy in the unlikely event you choose not to keep your purchase.","text/html; charset=UTF-8","OK","Indexable","","114","1000","","0","0","","","","","","","0","","0","","","","","","","","","","","","","","","1","","7203","4026","99.950","388","252","","","","","","","","","","","","","HTTP/1.1","","","https://www.coxandcox.co.uk/returns","2021-09-08 16:13:06"
"https://www.coxandcox.co.uk/outdoor/trends/","200","Trends - Outdoor","text/html; charset=UTF-8","OK","Indexable","","16","152","","0","0","","","","","","OUTDOOR TRENDS","14","OUTDOOR TRENDS","14","","","","","","https://www.coxandcox.co.uk/outdoor/trends/","","","","","","","","","1","","4036","4026","99.950","398","252","","","","","","","","","","","","","HTTP/1.1","Filter Outdoor Accessories Outdoor Furniture Planting Outdoor Lighting Trends","","https://www.coxandcox.co.uk/outdoor/trends/","2021-09-08 16:13:06"
"https://www.coxandcox.co.uk/christmas/","200","Christmas Decorations, Christmas Indoor Decorations | Cox & Cox","text/html; charset=UTF-8","OK","Indexable","","63","583","","0","0","","","","","","CHRISTMAS DECORATIONS","21","CHRISTMAS DECORATIONS","21","","","","","","https://www.coxandcox.co.uk/christmas/","","","","","","","","","1","","20167","4026","99.950","501","295","","","","","","","","","","","","","HTTP/1.1","","","https://www.coxandcox.co.uk/christmas/","2021-09-08 16:13:06"
"https://www.coxandcox.co.uk/furniture/dining-kitchen/dressers/","200","Dressers - Dining & Kitchen - Furniture","text/html; charset=UTF-8","OK","Indexable","","39","337","","0","0","","","","","","Dressers","8","","0","","","","","","https://www.coxandcox.co.uk/furniture/dining-kitchen/dressers/","","","","","","","","","1","","4031","4026","99.950","403","257","","","","","","","","","","","","","HTTP/1.1","Filter Dining Chairs Dining Tables Dressers Wine Cabinets Racks Stools Kitchen Islands & Units Benches","","https://www.coxandcox.co.uk/furniture/dining-kitchen/dressers/","2021-09-08 16:13:06"
"https://www.coxandcox.co.uk/inspiration/christmas-trends/campervan/","200","Campervan - Christmas Trends - Home Décor Ideas & Inspiration","text/html; charset=UTF-8","OK","Indexable","","61","573","","0","0","","","","","","CAMPERVAN","9","CAMPERVAN","9","","","","","","https://www.coxandcox.co.uk/inspiration/christmas-trends/campervan/","","","","","","","","","1","","8065","4026","99.950","405","258","","","","","","","","","","","","","HTTP/1.1","Filter Modern Abstract Industrial Neoclassical French Blue Traditional Scandinavian Lakehouse Magical Japandi Campervan","","https://www.coxandcox.co.uk/inspiration/christmas-trends/campervan/","2021-09-08 16:13:06"
"https://www.coxandcox.co.uk/inspiration/christmas-trends/neo-classical/","200","Neoclassical - Christmas Trends - Home Décor Ideas & Inspiration","text/html; charset=UTF-8","OK","Indexable","","64","582","","0","0","","","","","","NEOCLASSICAL","12","NEOCLASSICAL","12","","","","","","https://www.coxandcox.co.uk/inspiration/christmas-trends/neo-classical/","","","","","","","","","1","","8065","4026","99.950","467","289","","","","","","","","","","","","","HTTP/1.1","Filter Modern Abstract Industrial Neoclassical French Blue Traditional Scandinavian Lakehouse Magical Japandi Campervan","","https://www.coxandcox.co.uk/inspiration/christmas-trends/neo-classical/","2021-09-08 16:13:06"
"https://www.coxandcox.co.uk/storage/","200","Storage | Basket Storage | Chest of Drawers | Cox & Cox","text/html; charset=UTF-8","OK","Indexable","","55","509","","0","0","","","","","","STORAGE","7","STORAGE","7","","","","","","https://www.coxandcox.co.uk/storage/","","","","","","","","","1","","8120","4026","99.950","505","295","","","","","","","","","","","","","HTTP/1.1","","","https://www.coxandcox.co.uk/storage/","2021-09-08 16:13:07"
"https://www.coxandcox.co.uk/furniture/dining-kitchen/dining-chairs/","200","Dining Chairs - Dining & Kitchen - Furniture","text/html; charset=UTF-8","OK","Indexable","","44","372","","0","0","","","","","","Dining Chairs","13","","0","","","","","","https://www.coxandcox.co.uk/furniture/dining-kitchen/dining-chairs/","","","","","","","","","1","","4035","4026","99.950","475","292","","","","","","","","","","","","","HTTP/1.1","Filter Dining Chairs Dining Tables Dressers Wine Cabinets Racks Stools Kitchen Islands & Units Benches","","https://www.coxandcox.co.uk/furniture/dining-kitchen/dining-chairs/","2021-09-08 16:13:06"
"https://www.coxandcox.co.uk/furniture/bedroom/beds-headboards/","200","Beds & Headboards - Bedroom Furniture - Furniture","text/html; charset=UTF-8","OK","Indexable","","49","455","","0","0","","","","","","Beds & Headboards","17","","0","","","","","","https://www.coxandcox.co.uk/furniture/bedroom/beds-headboards/","","","","","","","","","1","","4032","4026","99.950","435","273","","","","","","","","","","","","","HTTP/1.1","Filter Wardrobes, Clothes Rails & Screens Ready to Deliver Beds & Headboards Beds & Headboards Bedside Tables Chests of Drawers Kid's Bedroom Dressing Tables & Stools Wardrobes","","https://www.coxandcox.co.uk/furniture/bedroom/beds-headboards/","2021-09-08 16:13:07"
"https://www.coxandcox.co.uk/blue-brass/","200","Blue, Brass & Mustard","text/html; charset=UTF-8","OK","Indexable","","21","198","","0","0","","","","","","BLUE, BRASS & MUSTARD","21","BLUE, BRASS & MUSTARD","21","","","","","","https://www.coxandcox.co.uk/blue-brass/","","","","","","","","","1","","4038","4026","99.950","475","293","","","","","","","","","","","","","HTTP/1.1","","","https://www.coxandcox.co.uk/blue-brass/","2021-09-08 16:13:06"
"https://www.coxandcox.co.uk/outdoor/lighting/","200","Modern Garden Lights, Exterior Wall Lights , Porch, Patio & Decking Lighting UK","text/html; charset=UTF-8","OK","Indexable","","79","705","","0","0","","","","","","Outdoor Lighting","16","","0","","","","","","https://www.coxandcox.co.uk/outdoor/lighting/","","","","","","","","","1","","16189","4026","99.950","474","292","","","","","","","","","","","","","HTTP/1.1","Filter Outdoor Accessories Outdoor Furniture Planting Outdoor Lighting Trends","","https://www.coxandcox.co.uk/outdoor/lighting/","2021-09-08 16:13:06"
"https://www.coxandcox.co.uk/outdoor/outdoor-furniture/lounge-sets/","200","Modern Garden Sofas, Luxury Outdoor Lounge Furniture, Sets & Garden Daybeds UK","text/html; charset=UTF-8","OK","Indexable","","78","755","","0","0","","","","","","Lounge & Corner Sets","20","","0","","","","","","https://www.coxandcox.co.uk/outdoor/outdoor-furniture/lounge-sets/","","","","","","","","","1","","4032","4026","99.950","419","265","","","","","","","","","","","","","HTTP/1.1","Filter Bistro Sets Benches & Chairs Outdoor Dining Tables & Chairs Lounge & Corner Sets Outdoor Side Tables Kids Outdoor Outdoor Hanging Chairs Daybeds & Loungers Furniture Covers","","https://www.coxandcox.co.uk/outdoor/outdoor-furniture/lounge-sets/","2021-09-08 16:13:07"
"https://www.coxandcox.co.uk/storage/utility-room/fireside/","200","Log Baskets & Storage, Indoor Log Holders, Fireplace Screens & Accessories UK","text/html; charset=UTF-8","OK","Indexable","","77","720","","0","0","","","","","","Fireside","8","","0","","","","","","https://www.coxandcox.co.uk/storage/utility-room/fireside/","","","","","","","","","1","","8058","4026","99.950","435","273","","","","","","","","","","","","","HTTP/1.1","Filter Fireside Utility & Laundry Room Pet Hardware","","https://www.coxandcox.co.uk/storage/utility-room/fireside/","2021-09-08 16:13:07"
"https://www.coxandcox.co.uk/indoor-living/decorative-home/gifts/food-drink-gifts/","200","Crockery Gift Items, Glassware & Cutlery Gift Sets, Dining Table Décor UK","text/html; charset=UTF-8","OK","Indexable","","73","662","","0","0","","","","","","GIFTS FOR ENTERTAINING","22","","0","","","","","","https://www.coxandcox.co.uk/indoor-living/decorative-home/gifts/food-drink-gifts/","","","","","","","","","1","","8062","4026","99.950","476","292","","","","","","","","","","","","","HTTP/1.1","Filter Gifts for Her Gifts for Him Gifts for Kids Gifts for Pets Gifts Under £50 Luxury Gifts Food & Drink Gifts Outdoor Gifts","","https://www.coxandcox.co.uk/indoor-living/decorative-home/gifts/food-drink-gifts/","2021-09-08 16:13:07"
"https://www.coxandcox.co.uk/indoor-living/decorative-home/kids/collections/lowen/","200","Lowen - Collections - Kids - Decorative Home - Indoor Living","text/html; charset=UTF-8","OK","Indexable","","60","529","","0","0","","","","","","Lowen","5","","0","","","","","","https://www.coxandcox.co.uk/indoor-living/decorative-home/kids/collections/lowen/","","","","","","","","","1","","4032","4026","99.950","403","256","","","","","","","","","","","","","HTTP/1.1","Filter Lowen Cubi Beach House Woodland Friends","","https://www.coxandcox.co.uk/indoor-living/decorative-home/kids/collections/lowen/","2021-09-08 16:13:07"
"https://www.coxandcox.co.uk/about-cox-and-cox","200","About Cox and Cox","text/html; charset=UTF-8","OK","Indexable","","17","169","","0","0","","","","","","Hello, we’re Cox & Cox","22","","0","","","","","","","","","","","","","","","1","","4029","4026","99.950","386","251","","","","","","","","","","","","","HTTP/1.1","","","https://www.coxandcox.co.uk/about-cox-and-cox","2021-09-08 16:13:08"
"https://www.coxandcox.co.uk/storage/utility-room/hardware/","200","Hardware - Utility - Storage","text/html; charset=UTF-8","OK","Indexable","","28","241","","0","0","","","","","","Hardware","8","","0","","","","","","https://www.coxandcox.co.uk/storage/utility-room/hardware/","","","","","","","","","1","","8063","4026","99.950","477","293","","","","","","","","","","","","","HTTP/1.1","Filter Fireside Utility & Laundry Room Pet Hardware","","https://www.coxandcox.co.uk/storage/utility-room/hardware/","2021-09-08 16:13:08"
"https://www.coxandcox.co.uk/lighting/ceiling-lights/chandeliers/","200","Modern Chandeliers, Luxury Vintage & Contemporary Wooden Chandelier Lights UK","text/html; charset=UTF-8","OK","Indexable","","77","735","","0","0","","","","","","Chandeliers & Decorative Lighting","33","","0","","","","","","https://www.coxandcox.co.uk/lighting/ceiling-lights/chandeliers/","","","","","","","","","1","","4072","4026","99.950","427","269","","","","","","","","","","","","","HTTP/1.1","Filter Pendants Chandeliers and Decorative Lighting Shades","","https://www.coxandcox.co.uk/lighting/ceiling-lights/chandeliers/","2021-09-08 16:13:07"
"https://www.coxandcox.co.uk/indoor-living/decorative-home/gifts/gifts-for-pets/","200","Pet Gifts, Luxury Dog & Cat Christmas Presents, Dog Gift Ideas UK","text/html; charset=UTF-8","OK","Indexable","","65","596","","0","0","","","","","","Gifts for Pets","14","Gifts for Pets","14","","","","","","https://www.coxandcox.co.uk/indoor-living/decorative-home/gifts/gifts-for-pets/","","","","","","","","","1","","8122","4026","99.950","470","290","","","","","","","","","","","","","HTTP/1.1","Filter Gifts for Her Gifts for Him Gifts for Kids Gifts for Pets Gifts Under £50 Luxury Gifts Food & Drink Gifts Outdoor Gifts","","https://www.coxandcox.co.uk/indoor-living/decorative-home/gifts/gifts-for-pets/","2021-09-08 16:13:08"
"https://www.coxandcox.co.uk/christmas/wrap-tags/","200","Christmas Wrapping Paper | Gift Tags & Ribbons | Cox & Cox","text/html; charset=UTF-8","OK","Indexable","","58","544","","0","0","","","","","","Christmas Wrapping Paper, labels & Ribbons","42","Christmas Wrapping Paper, labels & Ribbons","42","","","","","","https://www.coxandcox.co.uk/christmas/wrap-tags/","","","","","","","","","1","","4036","4026","99.950","474","292","","","","","","","","","","","","","HTTP/1.1","Filter Christmas Tree Decorations Candles and Holders Wrap Ribbon and Tags Christmas Accessories Christmas Lighting Outdoor Christmas Wreaths and Garlands Christmas Trees Christmas Cushions and Throws Christmas Crackers Christmas Wall Art Trends","","https://www.coxandcox.co.uk/christmas/wrap-tags/","2021-09-08 16:13:07"
"https://www.coxandcox.co.uk/gift-vouchers","301","","text/html; charset=UTF-8","Moved Permanently","Non-Indexable","Redirected","0","0","","0","0","","","","","","","0","","0","","","","","","","","","","","","","","","1","","4026","4026","99.950","0","0","","","","","","","","","","https://www.coxandcox.co.uk/gift-vouchers/","HTTP Redirect","","HTTP/1.1","","","https://www.coxandcox.co.uk/gift-vouchers","2021-09-08 16:13:09"
"https://www.coxandcox.co.uk/outdoor/trends/country-classic/","200","Country Classic - Trends - Outdoor","text/html; charset=UTF-8","OK","Indexable","","34","308","","0","0","","","","","","Country Classic","15","","0","","","","","","https://www.coxandcox.co.uk/outdoor/trends/country-classic/","","","","","","","","","1","","4033","4026","99.950","463","287","","","","","","","","","","","","","HTTP/1.1","Filter Country Classic Modern Rustic Riviera Mood Sanctuary Garden Industrial Scandi","","https://www.coxandcox.co.uk/outdoor/trends/country-classic/","2021-09-08 16:13:07"
"https://www.coxandcox.co.uk/indoor-living/decorative-home/ornaments/","200","Animal Ornaments, Bird & Hare Ornaments, Fruit & Vegetable Ornaments UK","text/html; charset=UTF-8","OK","Indexable","","71","678","","0","0","","","","","","Ornaments","9","","0","","","","","","https://www.coxandcox.co.uk/indoor-living/decorative-home/ornaments/","","","","","","","","","1","","4036","4026","99.950","475","292","","","","","","","","","","","","","HTTP/1.1","Filter Bowls, Dishes & Trinket Boxes Candles & Holders Clocks Faux Plants & Flowers Indoor Planting Kitchen Accessories & Tableware Photo Frames Trinket Boxes & Dishes Ornaments Vases Wall Art Bathroom Accessories Home Office Kids Gifts","","https://www.coxandcox.co.uk/indoor-living/decorative-home/ornaments/","2021-09-08 16:13:07"
"https://www.coxandcox.co.uk/indoor-living/decorative-home/gifts/gifts-under-50/","200","Gifts Under £50, Unisex Gifts for Under £50, Unique Gifts Under £50","text/html; charset=UTF-8","OK","Indexable","","67","599","","0","0","","","","","","Gifts Under £50","15","Gifts Under £50","15","","","","","","https://www.coxandcox.co.uk/indoor-living/decorative-home/gifts/gifts-under-50/","","","","","","","","","1","","8132","4026","99.950","482","294","","","","","","","","","","","","","HTTP/1.1","Filter Gifts for Her Gifts for Him Gifts for Kids Gifts for Pets Gifts Under £50 Luxury Gifts Food & Drink Gifts Outdoor Gifts","","https://www.coxandcox.co.uk/indoor-living/decorative-home/gifts/gifts-under-50/","2021-09-08 16:13:08"
"https://www.coxandcox.co.uk/furniture/living/","200","Living - Furniture","text/html; charset=UTF-8","OK","Indexable","","18","145","","0","0","","","","","","Living","6","Living","6","","","","","","https://www.coxandcox.co.uk/furniture/living/","","","","","","","","","1","","8086","4026","99.950","480","295","","","","","","","","","","","","","HTTP/1.1","Filter Seating Tables Furniture Collections Custom Made Upholstery Sofas Bedroom Furniture Sofas & Armchairs Living Dining & Kitchen Hallway","","https://www.coxandcox.co.uk/furniture/living/","2021-09-08 16:13:07"
"https://www.coxandcox.co.uk/storage/utility-room/pet/","200","Luxury Dog Beds, Indoor Cat & Dog Houses & Enclosed Beds with Roof","text/html; charset=UTF-8","OK","Indexable","","66","632","","0","0","","","","","","Pet","3","","0","","","","","","https://www.coxandcox.co.uk/storage/utility-room/pet/","","","","","","","","","1","","8170","4026","99.950","463","287","","","","","","","","","","","","","HTTP/1.1","Filter Fireside Utility & Laundry Room Pet Hardware","","https://www.coxandcox.co.uk/storage/utility-room/pet/","2021-09-08 16:13:09"
"https://www.coxandcox.co.uk/furniture/custom-made-upholstery/armchairs-loveseats/","200","Linen & Velvet Armchairs & Loveseats, Luxury Bespoke Upholstered Armchairs UK","text/html; charset=UTF-8","OK","Indexable","","77","723","","0","0","","","","","","CUSTOM MADE ARMCHAIRS & LOVESEATS","33","CUSTOM MADE ARMCHAIRS & LOVESEATS","33","","","","","","https://www.coxandcox.co.uk/furniture/custom-made-upholstery/armchairs-loveseats/","","","","","","","","","1","","4032","4026","99.950","403","257","","","","","","","","","","","","","HTTP/1.1","Filter Sofas Armchairs & Loveseats Ottomans & Footstools Sofa Beds Cosy Margeaux Dora Rex Layla Nord Kew Battersea Wimbledon Deco","","https://www.coxandcox.co.uk/furniture/custom-made-upholstery/armchairs-loveseats/","2021-09-08 16:13:09"
"https://www.coxandcox.co.uk/christmas/christmas-cushions-throws/","200","Christmas Cushions & Throws | Cox & Cox","text/html; charset=UTF-8","OK","Indexable","","39","374","","0","0","","","","","","Christmas Cushions & Throws","27","Christmas Cushions & Throws","27","","","","","","https://www.coxandcox.co.uk/christmas/christmas-cushions-throws/","","","","","","","","","1","","4032","4026","99.950","400","256","","","","","","","","","","","","","HTTP/1.1","Filter Christmas Tree Decorations Candles and Holders Wrap Ribbon and Tags Christmas Accessories Christmas Lighting Outdoor Christmas Wreaths and Garlands Christmas Trees Christmas Cushions and Throws Christmas Crackers Christmas Wall Art Trends","","https://www.coxandcox.co.uk/christmas/christmas-cushions-throws/","2021-09-08 16:13:09"
"https://www.coxandcox.co.uk/storage/storage/chests-of-drawers/","200","Chest of Drawers, Modern & French Style Bedroom Drawers, Small Oak Drawers UK","text/html; charset=UTF-8","OK","Indexable","","77","752","","0","0","","","","","","Chests of Drawers","17","","0","","","","","","https://www.coxandcox.co.uk/storage/storage/chests-of-drawers/","","","","","","","","","1","","4096","4026","99.950","437","274","","","","","","","","","","","","","HTTP/1.1","Filter Sideboards & Media Units Cabinets Coat Stands & Clothes Rails Chests of Drawers Wine Racks & Kitchen Storage Bookcases & Shelf Units Hallway & Shoe Storage Wardrobes","","https://www.coxandcox.co.uk/storage/storage/chests-of-drawers/","2021-09-08 16:13:09"
"https://www.coxandcox.co.uk/storage/storage/coat-stands-clothes-rails/","200","Modern Coat Stands, Freestanding Industrial & Wooden Clothes Rails & Racks UK","text/html; charset=UTF-8","OK","Indexable","","77","724","","0","0","","","","","","Coat Stands & Clothes Rails","27","","0","","","","","","https://www.coxandcox.co.uk/storage/storage/coat-stands-clothes-rails/","","","","","","","","","1","","4032","4026","99.950","415","263","","","","","","","","","","","","","HTTP/1.1","Filter Sideboards & Media Units Cabinets Coat Stands & Clothes Rails Chests of Drawers Wine Racks & Kitchen Storage Bookcases & Shelf Units Hallway & Shoe Storage Wardrobes","","https://www.coxandcox.co.uk/storage/storage/coat-stands-clothes-rails/","2021-09-08 16:13:08"
"https://www.coxandcox.co.uk/indoor-living/decorative-home/kids/collections/beach-house/","200","Beach House - Collections - Kids - Decorative Home - Indoor Living","text/html; charset=UTF-8","OK","Indexable","","66","587","","0","0","","","","","","Beach House","11","","0","","","","","","https://www.coxandcox.co.uk/indoor-living/decorative-home/kids/collections/beach-house/","","","","","","","","","1","","4032","4026","99.950","403","256","","","","","","","","","","","","","HTTP/1.1","Filter Lowen Cubi Beach House Woodland Friends","","https://www.coxandcox.co.uk/indoor-living/decorative-home/kids/collections/beach-house/","2021-09-08 16:13:09"
"https://www.coxandcox.co.uk/outdoor/outdoor-accessories/door-knockers/","200","Unique & Unusual Door Knockers, Brass & Nickel Animal Door Knockers UK","text/html; charset=UTF-8","OK","Indexable","","70","662","","0","0","","","","","","Door Furniture","14","","0","","","","","","https://www.coxandcox.co.uk/outdoor/outdoor-accessories/door-knockers/","","","","","","","","","1","","4032","4026","99.950","439","275","","","","","","","","","","","","","HTTP/1.1","Filter Decorative Outdoors Braziers & Firepits Door Furniture Outdoor Textiles Water Features Parasols & Sunshades Barbecues","","https://www.coxandcox.co.uk/outdoor/outdoor-accessories/door-knockers/","2021-09-08 16:13:09"
"https://www.coxandcox.co.uk/furniture/sofas-armchairs/sofas/","200","Sofas - Sofas & Armchairs - Furniture","text/html; charset=UTF-8","OK","Indexable","","37","330","","0","0","","","","","","Sofas","5","Sofas","5","","","","","","https://www.coxandcox.co.uk/furniture/sofas-armchairs/sofas/","","","","","","","","","1","","4112","4026","99.950","471","291","","","","","","","","","","","","","HTTP/1.1","Filter Sofas Armchairs Ottomans & Footstools Corner Units Benches Pouffes, Beanbags & Floor Cushions","","https://www.coxandcox.co.uk/furniture/sofas-armchairs/sofas/","2021-09-08 16:13:10"
"https://www.coxandcox.co.uk/inspiration/christmas-trends/traditional/","200","Traditional - Christmas Trends - Home Décor Ideas & Inspiration","text/html; charset=UTF-8","OK","Indexable","","63","564","","0","0","","","","","","TRADITIONAL","11","TRADITIONAL","11","","","","","","https://www.coxandcox.co.uk/inspiration/christmas-trends/traditional/","","","","","","","","","1","","8071","4026","99.950","477","293","","","","","","","","","","","","","HTTP/1.1","Filter Modern Abstract Industrial Neoclassical French Blue Traditional Scandinavian Lakehouse Magical Japandi Campervan","","https://www.coxandcox.co.uk/inspiration/christmas-trends/traditional/","2021-09-08 16:13:09"
"https://www.coxandcox.co.uk/indoor-living/decorative-home/clocks/","200","Wall Clocks, Large Kitchen Clocks, Decorative Wooden & Metal Clocks UK","text/html; charset=UTF-8","OK","Indexable","","70","657","","0","0","","","","","","Clocks","6","","0","","","","","","https://www.coxandcox.co.uk/indoor-living/decorative-home/clocks/","","","","","","","","","1","","4032","4026","99.950","425","268","","","","","","","","","","","","","HTTP/1.1","Filter Bowls, Dishes & Trinket Boxes Candles & Holders Clocks Faux Plants & Flowers Indoor Planting Kitchen Accessories & Tableware Photo Frames Trinket Boxes & Dishes Ornaments Vases Wall Art Bathroom Accessories Home Office Kids Gifts","","https://www.coxandcox.co.uk/indoor-living/decorative-home/clocks/","2021-09-08 16:13:10"
"https://www.coxandcox.co.uk/furniture/living/display-cabinets/","200","Display Cabinets - Living - Furniture","text/html; charset=UTF-8","OK","Indexable","","37","311","","0","0","","","","","","Display Cabinets","16","","0","","","","","","https://www.coxandcox.co.uk/furniture/living/display-cabinets/","","","","","","","","","1","","12083","4026","99.950","441","276","","","","","","","","","","","","","HTTP/1.1","Filter Coffee Tables Side Tables Console Tables Sideboards Media Units Bookcases & Shelf Units Occasional Chairs Display Cabinets Drinks Trolleys Desks & Office Furniture Wall Cabinets Nesting Tables","","https://www.coxandcox.co.uk/furniture/living/display-cabinets/","2021-09-08 16:13:09"
"https://www.coxandcox.co.uk/furniture/living/nesting-tables/","200","Nesting Tables - Living - Furniture","text/html; charset=UTF-8","OK","Indexable","","35","294","","0","0","","","","","","Nesting Tables","14","Nesting Tables","14","","","","","","https://www.coxandcox.co.uk/furniture/living/nesting-tables/","","","","","","","","","1","","4032","4026","99.950","411","261","","","","","","","","","","","","","HTTP/1.1","Filter Coffee Tables Side Tables Console Tables Sideboards Media Units Bookcases & Shelf Units Occasional Chairs Display Cabinets Drinks Trolleys Desks & Office Furniture Wall Cabinets Nesting Tables","","https://www.coxandcox.co.uk/furniture/living/nesting-tables/","2021-09-08 16:13:10"
"https://www.coxandcox.co.uk/furniture/living/side-tables/","200","Side Tables - Living - Furniture","text/html; charset=UTF-8","OK","Indexable","","32","268","","0","0","","","","","","Side Tables","11","","0","","","","","","https://www.coxandcox.co.uk/furniture/living/side-tables/","","","","","","","","","1","","4043","4026","99.950","477","294","","","","","","","","","","","","","HTTP/1.1","Filter Coffee Tables Side Tables Console Tables Sideboards Media Units Bookcases & Shelf Units Occasional Chairs Display Cabinets Drinks Trolleys Desks & Office Furniture Wall Cabinets Nesting Tables","","https://www.coxandcox.co.uk/furniture/living/side-tables/","2021-09-08 16:13:10"
"https://www.coxandcox.co.uk/furniture/custom-made-upholstery/ottomans-footstools/","200","Linen & Velvet Ottomans & Footstools, Luxury Bespoke Upholstered Footstools UK","text/html; charset=UTF-8","OK","Indexable","","78","727","","0","0","","","","","","CUSTOM MADE OTTOMANS & FOOTSTOOLS","33","CUSTOM MADE OTTOMANS & FOOTSTOOLS","33","","","","","","https://www.coxandcox.co.uk/furniture/custom-made-upholstery/ottomans-footstools/","","","","","","","","","1","","4032","4026","99.950","397","254","","","","","","","","","","","","","HTTP/1.1","Filter Sofas Armchairs & Loveseats Ottomans & Footstools Sofa Beds Cosy Margeaux Dora Rex Layla Nord Kew Battersea Wimbledon Deco","","https://www.coxandcox.co.uk/furniture/custom-made-upholstery/ottomans-footstools/","2021-09-08 16:13:11"
"https://www.coxandcox.co.uk/outdoor/lighting/festoon-lights/","200","Festoon Lights - Outdoor Lighting - Outdoor","text/html; charset=UTF-8","OK","Indexable","","43","384","","0","0","","","","","","Festoon Lights","14","","0","","","","","","https://www.coxandcox.co.uk/outdoor/lighting/festoon-lights/","","","","","","","","","1","","8058","4026","99.950","415","263","","","","","","","","","","","","","HTTP/1.1","Filter Outdoor Wall Lights Decorative Outdoor Lights Festoon Lights","","https://www.coxandcox.co.uk/outdoor/lighting/festoon-lights/","2021-09-08 16:13:10"
"https://www.coxandcox.co.uk/soft-furnishings/rugs/runners/","200","Runner Rugs, Kitchen & Hallway Runners, Floor Carpet Runners for Sale UK","text/html; charset=UTF-8","OK","Indexable","","72","668","","0","0","","","","","","Runners","7","","0","","","","","","https://www.coxandcox.co.uk/soft-furnishings/rugs/runners/","","","","","","","","","1","","12100","4026","99.950","441","276","","","","","","","","","","","","","HTTP/1.1","Filter Rugs Runners Sheepskin Rugs","","https://www.coxandcox.co.uk/soft-furnishings/rugs/runners/","2021-09-08 16:13:11"
"https://www.coxandcox.co.uk/indoor-living/decorative-home/gifts/","200","Gifts - Decorative Home - Indoor Living","text/html; charset=UTF-8","OK","Indexable","","39","342","","0","0","","","","","","GIFTS","5","GIFTS","5","","","","","","https://www.coxandcox.co.uk/indoor-living/decorative-home/gifts/","","","","","","","","","1","","16144","4026","99.950","507","294","","","","","","","","","","","","","HTTP/1.1","Filter Bowls, Dishes & Trinket Boxes Candles & Holders Clocks Faux Plants & Flowers Indoor Planting Kitchen Accessories & Tableware Photo Frames Trinket Boxes & Dishes Ornaments Vases Wall Art Bathroom Accessories Home Office Kids Gifts","","https://www.coxandcox.co.uk/indoor-living/decorative-home/gifts/","2021-09-08 16:13:10"
"https://www.coxandcox.co.uk/outdoor/trends/modern-rustic/","200","Modern Rustic - Trends - Outdoor","text/html; charset=UTF-8","OK","Indexable","","32","298","","0","0","","","","","","Modern Rustic","13","","0","","","","","","https://www.coxandcox.co.uk/outdoor/trends/modern-rustic/","","","","","","","","","1","","4033","4026","99.950","419","265","","","","","","","","","","","","","HTTP/1.1","Filter Country Classic Modern Rustic Riviera Mood Sanctuary Garden Industrial Scandi","","https://www.coxandcox.co.uk/outdoor/trends/modern-rustic/","2021-09-08 16:13:11"
"https://www.coxandcox.co.uk/outdoor/outdoor-furniture/furniture-covers/","200","Furniture Covers - Outdoor Furniture - Outdoor","text/html; charset=UTF-8","OK","Indexable","","46","410","","0","0","","","","","","Furniture Covers","16","","0","","","","","","https://www.coxandcox.co.uk/outdoor/outdoor-furniture/furniture-covers/","","","","","","","","","1","","4032","4026","99.950","397","254","","","","","","","","","","","","","HTTP/1.1","Filter Bistro Sets Benches & Chairs Outdoor Dining Tables & Chairs Lounge & Corner Sets Outdoor Side Tables Kids Outdoor Outdoor Hanging Chairs Daybeds & Loungers Furniture Covers","","https://www.coxandcox.co.uk/outdoor/outdoor-furniture/furniture-covers/","2021-09-08 16:13:11"
